"Treatment,""aac.6...II"",""aac.6...Ib.1"",""aac.6...Ib.2"",""aacC1"",""aacC2"",""aacC4"",""aadD"",""aacA.aphD"",""aadA.1a"",""aadA1.b"",""aadA5.1"",""aadA5.2"",""aadA9.1"",""aadA9.2"",""aph.2...Id"",""aph6ia"",""aphA1"",""aphA3"",""bla.ACC.1"",""BLA.SHV"",""blaTEM"",""blaTEM.1"",""blaTEM.2"",""blaVIM"",""blaPER"",""bla.L1"",""blaIMP.2."",""blaOXA1.blaOXA30"",""blaOXA10.1"",""blaCTX.M"",""blaCTX.Ma"",""blaCTX.Mb"",""blaCTX.Mc"",""blaCTX.Md"",""blaCTX.Me"",""CMYX...blacmy.2a."",""blaCMY2b"",""BLA.cmy.2"",""cfiA"",""cfxA"",""cphA.1."",""carB"",""CzrC1"",""X16s"",""X16s.1"",""X16s.2"",""dfrA12"",""IS26"",""ermB"",""ermB.1"",""ermB.2"",""ermB.jucl.Gun"",""ermB.jucl.Gun.1"",""ermB.jucl.Gun.2"",""Erm.F"",""ermT"",""InuB"",""InuC"",""IS1216"",""IS6100"",""msrD..matA.mel"",""mcr1"",""mefA"",""mecA"",""mphB"",""msrA"",""msrC"",""pbp2"",""sat4"",""str"",""strA"",""strB"",""Sul1"",""Sul2"",""spcN"",""tetA"",""tetB.1"",""tetB.2"",""tet.C.1"",""tet.C.2"",""TetL"",""tetM"",""tetO.1"",""tetO.2"",""Increp64"",""tet.W."",""TolC1"",""tetQ"",""tet.32."",""tetPA"",""tetPB"",""tetX"",""Van.A"",""vanB"",""VatE"",""water"""
351-24-05-2018,0,0,0,0,0,0.00573959420749521,0,0,0.0048708775579869,0.00667661564707447,0,0,0,0,0,0,0,0.0231147288212604,0,0,0.0279167885152229,0.0305529843884806,0.0332390182035413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177994572407726,0,0,0,0.936912755514663,1.02905976455714,1.0371946080716,0,0.034849584472994,0.0915813375267861,0.0746997396234696,0.060261493125195,0.156357277316715,0.112383346908334,0.115463504391609,0.0429028073395111,0,0.00107225708889175,0,0.0105959866921729,0,0.00466484420045584,0,0.0483916356271183,0,0.00730611259815685,0,0,0,0.0159000241661661,0,0,0.0272941982166697,0,0.023170280266103,0,0,0.00922135964948962,0.00600051227090117,0.0119536810717397,0.00608625242117443,0,0,0.0586991796238294,0.0579219334815525,0,0.279595050573818,0.00635405493697988,0.0988033644890449,0.0125499196115766,0.00128708916746273,0,0.0282907918830433,0,0.00025195683764598,0.00166077210602681,0
352-24-05-2018,0,0,0,0,0,0,0,0.000209031661589186,0.00831692895555307,0.00851572557387939,0,0,0,0,0,0,0,0.0364159367958287,0,0,0.00488392015817998,0.00487481190753653,0.00589350996810482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184415446089835,0,0,0,0.981337795772747,1.03676438029816,0.982882055648647,0,0.0194826596736316,0.0593124276282157,0.0745708705406385,0.0542030318207697,0.157726793683681,0.101634949300645,0.101213983314649,0.0532875630489618,0.000154669504051288,0.00331555211831952,0,0.0183490642980799,0.00793375633060026,0.0202193869842453,0,0.0678377346765315,0,0,0,0,0,0.0243876259077641,0.000879655766550505,0,0,0,0,0,0.00582169867555772,0,0,0,0,0.0135349082367046,0.000266978956656639,0.0429476559280107,0.0671523314675822,0,0.271367450618407,0.00296081482979678,0.188360335996324,0.0500576998528892,0.000917276473481371,0,0.0260874336149077,0,0,0.00196215743618158,0
368-24-05-2018,0,0,0,0,0,0,0.000190357968144904,0,0.029031971852732,0.03136662217205,0,0,0.0001704283795575,0.000473355764573891,0,0,0.000123573030019454,0.0272059026068128,0,0,0.000161111289266768,0.000261893627218315,0.000165692902015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730999126683591,0,0,0,1.02320636590675,0.959545968436415,1.01852333046341,0,0.0822413809397383,0.184974255154006,0.184821062758158,0.206028579082986,0.36341797368101,0.326064762799227,0.292156443265341,0.0421238614827837,0.0038941488789024,0.00311477947551035,0,0.00474164899613847,0.000299952962580234,0.00719227549619563,0,0.0500557490633414,0,0,0,0,0,0.0286426535358712,0.00282136957382913,0.000536015394305165,0.0260120830727681,0,0.0224075591504237,0,0.0337410996843287,0.00115451416615416,0.000190552974130243,0.000508185368475451,0.000653209677475393,0.000461765813183033,0.000935683837137224,0.0587437007520592,0.0602449480563382,0,0.247521134857007,0.0155913431244823,0.0684259925304151,0.0273143198908906,0.00244282920748435,0,0.0310938732785168,0,0.000275030903565618,0.000759439708997731,0
371-24-05-2018,0,0,0,0,0,0,0,0,0.000384104283177366,0.000706388792104922,0,0,0,0,0,0,0,0.0180238191672007,0,0,0.0010505361363889,0.00240583486712494,0.00259961628723913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303851005947233,0,0,0,0.961942805061445,0.95737410987784,1.08584808712766,0,0.00218045919005723,0.0499728047715775,0.059900848611143,0.0483331814023912,0.0714367625958209,0.0710126773696516,0.0631979847353701,0.0362728919394975,0,0.00406945126897357,0,0.00388226629538218,0,0.00479357015695284,0,0.0362848076724003,0,0.000927286348015392,0,0,0,0.0130646885522266,0,0.00109640355558608,0.000554941504512331,0,0.000606629626126138,0,0.000577071908298412,0.00109905071142424,0,0,0.000341723727389685,0,0.000553388212710006,0.038952748238185,0.0414086510020767,0,0.289156062549836,0.00125853094252542,0.104219655104376,0.0151089437236189,0.00202034852159356,0,0.0213804067630415,0,0,0.000409872894417854,0
376-24-05-2018,0,0,0,0,0,0,0,0,0.0003541796234366,0,0,0,0,0,0,0,0,0.0413594398845211,0,0,0.000928414772647067,0.000546990070246291,0.000656970300464082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112476950710903,0,0,0,1.09410092389149,0.922470632334137,0.990809281737445,0,0.00350552490762632,0.176924519346525,0.16053791156562,0.172525211853685,0.141097187484688,0.149027951978162,0.212358535930999,0.133001620523018,0.00203698117757563,0.00601610367728763,0,0.0334584719262415,0.000370418161053629,0.017568564206168,0,0.120447088954295,0,0,0,0,0,0.0546272784033218,0.00213199080847899,0,0,0,0,0,0,0,0,0,0,0.000367240242792344,0.00276861846356119,0.0597416369336445,0.086711303521786,0,0.389624720266029,0.000670956180096992,0.249779956482998,0.0157032297331471,0.000561715260227627,0,0.118975105748763,0,0.000874640144332213,0.0022493966184322,0
394-24-05-2018,0,0,0,0,0,0,0,0,0.0583840454293399,0.0657891678736716,0,0,0,0.000118627468592659,0,0,0,0.0490416135454579,0,0,0.0446009601332099,0.0496865841183597,0.0598982177218622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432543760934693,0,0,0.000366406307419688,1.00022645742128,0.95764158066772,1.04399559713455,0,0.198536620434948,0.54658683623216,0.455683433448527,0.488872413570231,0.341952294879099,0.294939483079509,0.370498633823604,0.0181717211163354,0.0169703459264956,0.00505110899748397,0,0.164995565711519,0.0983943949800019,0.00873058396192327,0,0.0762628486241079,0,0,0,0,0,0.0728939738255572,0.00149484440382831,0,0.000932589751405044,0,0.000423697551348296,0,0.0209236719687206,0.0214932772335295,0.0115008140310088,0.0193821459500471,0.0122202843897444,0.00396608178030329,0.0338829035929451,0.0622952181159127,0.0670393882609746,0,0.223521716413437,0.0398069882175944,0.0343978419004867,0.0103147075242128,0.00175166661311418,0,0.00800221408495479,0,0.00110023454415932,0,0
396-24-05-2018,0,0.000123117992976848,0,0,0,0,0.000720558233087713,0,0.00708606962300171,0.00502582740887632,0,0.000747939761544143,0,0,0,0,0.000465128563147055,0.0506281096932244,0,0,0.00635259520140985,0.00619422983507918,0.00620456471025044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251652685062958,0,0,0,1.095229038073,1.01778933990873,0.897092348104489,0,0.0280844753179382,0.144251035486229,0.10462337872591,0.120022662765065,0.10463345998711,0.181264743774691,0.101250240091823,0.0220917597458141,0.00610978078175134,0.00390440416047778,0,0.0270997811420882,0.0176445732148036,0.00695701525700991,0,0.047399600321418,0,0,0,0,0,0.0791793574542711,0.00413470269960175,0.0023671654393635,0.00409700761282372,0,0.00218599689723094,0,0.00401258140210769,0.00576693546964676,0.00233678598751276,0.00894013436776983,0.0028804901844574,0.00171464967469222,0.00424754116063557,0.148634906037545,0.178586543649424,0.00192384613070076,0.271440976978549,0.0041335446503846,0.0725860978254833,0.0361423140207095,0,0,0.0148103667960923,0,0.00262311195792646,0,0
399-24-05-2018,0,0,0,0,0,0,0,0,0.0014416923465948,0.00155048710629011,0,0,0,0,0,0,0.000378662920656718,0.0309877929429751,0,0,0,0,0.000161293021780552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771440398933885,0,0,0,1.02577961657996,1.01888531963695,0.956798818277447,0,0.00325729764684729,0.27189906257763,0.259580444043159,0.255234672118656,0.268423376466277,0.240366650701155,0.375221309192846,0.0278439379861564,0,0.0388341048267861,0,0.058423852544778,0,0.00963435283837883,0,0.0385270732421744,0,0,0,0,0,0.0167801465213521,0,0,0.0009420597653836,0,0.00164919440016971,0,0.00188205057682851,0,0.000206594495137292,0.000303085571184917,0.000152807712144485,0.0158133834078133,0,0.0565996312497188,0.109891793651596,0,0.30392187810981,0.00116852553712578,0.0955406447919594,0.0421779074691847,0.00392029376563285,0,0.00826038320814343,0,0.000460692862201348,0.000853521384415448,0
417-24-05-2018,0,0,0,0,0,0,0,0,0.0165327098608081,0.023405983846497,0,0,0,0,0,0,0,0.0131842824176023,0,0,0.000139196273265238,0,0.000247746693259754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260008953317187,0,0,0,0.919042960298902,0.993817223109053,1.09485767793868,0,0.0762661044913955,0.315951897696727,0.336236682056716,0.391647439232051,0.312969826028567,0.313850932533193,0.281357690365245,0.0306289688176538,0,0.00389030450202869,0,0.00188651147623561,0,0.0108674603448779,0,0.0340641945903647,0,0,0,0,0,0.0205404455361756,0.000892019330297252,0,0.0340123694561326,0,0.0281255677619025,0,0.0300552812665606,0,0,0,0,0.000603683254112504,0.000695765682634583,0.0805813570227543,0.114812412680475,0,0.199969620089123,0.00936933891324466,0.0700680640409478,0.038939074406787,0.00667381856823925,0,0.0269799758206297,0,0.000414661672665289,0,0
122-07-06-2018,0,0,0,0,0,0,0,0,0.000313446252276579,0.000192687429502502,0,0,0,0,0,0,0,0.0167637179577328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993222460066731,0,0,0,0.987898526822106,0.864040834204948,1.17152994705346,0,0,0.22820736844635,0.214099313919628,0.228030732861585,0.589839041099062,0.333496241799725,0.189885780361359,0.0499175680424664,0,0.00267267458797016,0,0.0147004089157175,0,0.00742219653151997,0,0.0451917991836463,0,0,0,0,0,0.0195168338000326,0,0,0,0,0,0,0.000310350611757282,0,0,0,0.000181362657346529,0,0,0.0718774217302278,0.0867919502025724,0,0.263145205617583,0,0.127811584925284,0.0135765459106942,0.00203142165967276,0,0.024257639298399,0,0,0.00608443945388829,0
126-07-06-2018,0,0,0,0,0,0,0,0,0,0.000201835655162669,0,0,0,0,0,0,0,0.0111446184244932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003386020076169,0,0,0,0.956876635790395,0.972233575766504,1.07491329462303,0,0,0.147469559548139,0.15622664035917,0.146525248732616,0.138418785040092,0.110057130139271,0.123744844125452,0.0464616912306002,0,0.00230113515354789,0,0.0445564824446639,0,0.00457129347774861,0,0.0511882607846954,0,0,0,0,0,0.0110201286832809,0,0,0,0,0.000312477391600583,0,0,0,0,0,0,0,0,0.0485841207224364,0.0611522989212547,0,0.248719548307709,0.000206255441747903,0.110061601737776,0.0129182118922797,0.00114870826095666,0,0.011473858053147,0,0,0.00109484729436766,0
128-07-06-2018,0,0,0,0,0,0,0,0,0.00103958510344191,0.000705664405102235,0,0,0,0,0,0,0,0.0127501109925401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166226441860339,0,0,0,0.985713584081645,0.996122951955746,1.01844202439978,0,0,0.148429913192598,0.170602360276338,0.14607601128372,0.199754823390552,0.119628708711783,0.136258710103942,0.0408397663585973,0,0.00177522450776546,0,0.00201495034725367,0,0.00388974002343933,0,0.0495856069622556,0,0,0,0,0,0.0141802457380968,0,0,0,0,0,0,0.00150318379339449,0,0,0,0,0,0,0.0508337203176972,0.0564000466761305,0,0.336175893304292,0.00065057085483109,0.0776461988370632,0.0136190958569365,0.00218253776334407,0,0.0101130825418249,0,0.000167917702098696,0,0
129-07-06-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113508359624374,0,0,0,0.0102393359920843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638185716500538,0,0,0,0.991145085878019,0.997240714907817,1.01172566367966,0,0,0.150746241279513,0.157856208210566,0.12488752270337,0.116989351797875,0.112068282553964,0.10297551106115,0.0667582956038737,0,0.00196050033410413,0,0.0138408482362715,0.000305195852684704,0.00972551945132493,0,0.0717616374378562,0,0,0,0,0,0.011265355721114,0,0,0.000470088653492781,0,0,0,0,0,0,0,0,0,0.000462027020308061,0.0603042505692148,0.0693756228727417,0,0.236246217411911,0,0.120640022459822,0.0171685200407833,0.00191804979522159,0,0.0270849858525678,0,0.0012372679228951,0.00212249561016307,0
138-07-06-2018,0,0,0,0,0,0,0,0,0.000613866879353192,0.000389888136828833,0,0,0,0,0,0,0,0.0154811328372079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566919897450307,0,0,0,0.979039281130659,0.963065278328954,1.06058176935625,0,0,0.0829249162264479,0.0710501653514906,0.0784563458742449,0.0581610947866905,0.0752349332267351,0.0715980938012591,0.00594818945054878,0,0.000864772646331257,0,0.0144878420328273,0,0.00674221673563697,0,0.0404303635264854,0,0,0,0,0,0.029267868818589,0,0,0,0,0,0,0,0.000280480600052482,0,0,0,0,0.000466439946712042,0.0896441603181744,0.093858892458363,0,0.1958782606971,0,0.0990766321901848,0.0341695089281885,0.00767798038835393,0,0.00599805860154334,0,0.000937819599775246,0.000161509038477502,0
156-07-06-2018,0,0,0,0,0,0,0,0,0.000155795297898115,0,0,0,0,0,0,0,0,0.0178824899157917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402527894818136,0,0,0,0.966950567456847,0.992966183822164,1.04150478328656,0,0,0.441325153060582,0.413639819381986,0.364416857128205,0.735818512431368,0.355684135389324,0.62355044082907,0.0453504040515257,0,0.00301064873240918,0,0,0,0.0108701512987058,0,0.0977937639618273,0,0,0,0,0,0.0183071249125459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773094458983516,0.0992168857137113,0,0.235020225427001,0,0.110973356790453,0.0224684515817634,0.00244499446722952,0,0.0198998935699742,0,0,0,0
171-07-06-2018,0,0,0,0,0,0,0,0,0.000356891594940152,0.000945394606399382,0,0,0,0,0,0,0,0.0232238607174201,0,0,0.00163989040413417,0.000408030879934388,0.00174720110098289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394909576215929,0,0,0,1.01154984580822,0.896954788757723,1.10215368976855,0,0.00224098725325099,0.403415703901656,0.438891993991798,0.33913780291711,0.33681587313092,0.316888956402996,0.358473951503663,0.0581097089934909,0.000211480910821853,0.00277391966357316,0,0.00572862783715901,0.00146751112963782,0.0099559346078192,0,0.0708107355755948,0,0,0,0,0,0.0196323226213968,0,0.000514398760891229,0.00157468392686061,0,0.000465536812136396,0,0,0.000953926395012939,0.000236579861220098,0.00149555475792617,0.000171985295886846,0,0,0.0739858710262585,0.084609477972229,0,0.264377036857216,0.000841045565103615,0.127320413088309,0.017008209376038,0.00190126301111377,0,0.0119582200254352,0,0.000237518577875148,0.000107240722049217,0
173-07-06-2018,0,0,0,0,0,0,0,0,0,0.000239094502595098,0,0,0,0,0,0,0,0.0222852474073299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746176639195399,0,0,0,1.08119062807591,0.910663398982772,1.01564011399007,0,0.000807470892118595,0.321339124119215,0.342678037743938,0.34992421310286,0.467384412266603,0.284324163409225,0.291154534146772,0.0799645755185313,0,0.00184124782750812,0,0.0041341115615282,0.000358553385979336,0.00823691467165767,0,0.0987800159273012,0,0,0,0,0,0.0250152945538008,0,0,0,0,0,0,0,0,0,0,0,0.000263821732827171,0,0.105251892517544,0.126389403067979,0,0.231340617456503,0,0.143196801231555,0.0315730617960506,0.00414417395801849,0,0.0298353474913158,0,0.000283878488229595,0.000266257857925297,0
194-07-06-2018,0,0,0,0,0,0,0.000411407776265176,0,0.0136470685552189,0.0198046876936893,0,0,0,0,0,0,0,0.00513113578030066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711916271772324,0,0,0,1.01889921452313,0.939120635155348,1.045074832594,0,0.0878737719949243,0.613463779931266,0.471050955930267,0.528291229297977,1.02066093884188,0.465810163906577,0.828021227527161,0.0176814912808282,0,0.000912725329019335,0,0.000545878441760944,0,0.00359046295874592,0,0.042029147187785,0,0.000551786644927886,0,0,0,0.00907072121118095,0,0.000454871472427938,0.0309825546426835,0,0.0295681962221454,0,0.0226011834412362,0,0,0,0,0,0.00153372087485229,0.0781208684392431,0.0772840480746742,0,0.150109998141608,0.0105579043070667,0.0696107662090836,0.0147729812406179,0.00752311946250935,0,0.0149134529871281,0,0,0,0
221-07-06-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111136619764786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981454258400857,1.01003924046968,1.00876891168746,0,0,0.186268470168133,0.161331743526981,0.191831764855252,0.174738452178262,0.182534129193829,0.167415041185236,0.024956923120586,0,0.00161737106156264,0,0.0153523546682882,0,0.00634518127218972,0,0.036704846413171,0,0,0,0,0,0.0263175228010961,0.000348190965268892,0,0,0,0.00144894307730901,0,0,0,0,0,0,0,0,0.106516765131065,0.0978797777211268,0,0.216802713981684,0,0.0528514116970878,0.0168373927683093,0.00251407974282155,0,0.00882223748051782,0,0,0.0086397184219508,0
444-20-06-2018,0,0,0,0,0,0,0,0.000101104103993607,0,0.000233954862942993,0,0,0,0,0,0,0,0.0204192786254154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796855343600709,0,0,0,1.06718707951025,0.916067025870132,1.02289767286075,0,0,0.059217423241498,0.0444953275186036,0.0723740708725943,0.0643017467030023,0.0580508200581541,0.0619947687703148,0.027335052214235,0,0.00207529228670558,0,0.00278778605045842,0,0.0107044485056035,0,0.047480368107326,0,0,0,0,0,0.0341038841267635,0,0,0,0,0,0,0,0,0,0,0,0,0.000361269203033751,0.133879322592057,0.137385108202603,0,0.143323295932902,0,0.113236700605566,0.048733705486229,0.00760875402511378,0,0.0231772595397419,0,0,0,0
446-20-06-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181446232432756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256469970247567,0,0,0,0.945948676119093,1.00449918911,1.05240483765897,0,0,0.061029229561546,0.0421923736966641,0.0431099148058669,0.0660977130756379,0.0577085844193873,0.0865690209935074,0.0229646527781803,0,0.00255421746650992,0,0.00499075184428902,0,0.0100158689891786,0,0.0384679240588257,0,0,0,0,0,0.0134372504335789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635867371943848,0.0597484523527014,0,0.202096921238304,0,0.097682722716297,0.0194498208225886,0.00265064581078948,0,0.012446647775558,0,0.00040543469351085,0.00326286925873612,0
448-20-06-2018,0,0,0,0,0,0,0,0,0.000378731803131171,0.00024407868757937,0,0,0,0,0,0,0,0.00988354421702266,0,0,0,0.000178150462079847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741904935812292,0,0,0,0.928719450267722,1.03497000534818,1.04036970017222,0,0,0.0738918085114076,0.0599189697566318,0.0708762067670035,0.0654620246781573,0.142574622014615,0.0730676726146588,0.0329934216789575,0,0.00163231438453329,0,0.0153258145045455,0,0.0130936780161826,0,0.0593200090878439,0,0,0,0,0,0.00878332342004385,0,0,0,0,0,0,0.000401569294420592,0,0,0,0,0,0.000592059536813828,0.0598498001699267,0.0803552677751434,0,0.172841918116216,0,0.112189941215475,0.0172369178321591,0.00294013651032354,0,0.0367874772995151,0,0.000157483387110893,0.00028445845779638,0
452-20-06-2018,0,0,0,0,0,0,0,0,0.000138427300958819,0.000696915285689573,0,0,0,0,0,0,0,0.0133613904738091,0,0,0,0.000221733677497642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131037732135953,0,0,0,0.990892911610626,1.02836116821452,0.981358321294794,0,0,0.0757654020589846,0.0896472063678876,0.100099924452026,0.0836709374939826,0.0901772714250364,0.203753111498493,0.0417990976907814,0,0.000195867080062538,0,0.00167437669681652,0,0.00886127794570037,0,0.0479341473479733,0,0,0,0,0,0.0113010494469481,0.000286031894325408,0,0,0,0,0,0,0,0,0,0,0.00102935042509318,0,0.078403948357535,0.142353593036036,0,0.170352273319764,0,0.0978651670604463,0.0380818388250969,0.0111994005301948,0,0.0266901331268993,0,0,0.000704186593326353,0
462-20-06-2018,0,0,0,0,0,0,0,0,0.000354662631408221,0.000554787744866375,0,0,0,0,0,0,0,0.00835047353306727,0,0,0,0.000249443022547296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080434420257223,0,0,0,1.02384527990137,0.986954996406403,0.989619666994186,0,0,0.0314800137693524,0.0254985750224667,0.0267439654274755,0.0394038598303786,0.0288419280085789,0.0642210514522202,0.00623727993263978,0,0.000785800156520028,0,0.0160163682074294,0,0.00478609679919447,0,0.0684944922328892,0,0,0,0,0,0.00792102840671993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063352445547531,0.0886022207950122,0,0.151566507728644,0.000149570576481319,0.10588153612068,0.0246861430872117,0.0109808843033784,0,0.0032487108054698,0,0,0.0012292814938864,0
463-20-06-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185350723932759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687187562514045,0,0,0,0.948563938743514,1.06815929494635,0.98695503237895,0,0,0.0484713342671949,0.044147359233953,0.0495368181321455,0.0723366320240962,0.0465591449091341,0.0574775005547545,0.0256711463668717,0.000388060158021586,0.00166446874159882,0,0.00093760252343059,0,0.00490407534578443,0,0.0330980925790697,0,0,0,0,0,0.0152795588819684,0,0,0.000381041889703541,0,0,0,0,0,0,0,0,0,0,0.0944217082447866,0.0908518630939427,0,0.208782145207561,0,0.109890375034001,0.0262738382638488,0.00654127585673245,0,0.0175931183002133,0,0,0.00046381440913743,0
472-20-06-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00550241828692196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756100204118592,0,0,0,0.981075788926559,0.981269531243567,1.03874543370565,0,0,0.0559341822053058,0.0310377560360767,0.0498258277322118,0.115148528483725,0.067484092223867,0.0547130612987584,0.0278329470304842,0,0.000875147662936894,0,0.00181108698905182,0,0.00881747638523936,0,0.0467095223452874,0,0,0,0,0,0.00430496515952373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113965941848571,0.0822547034299585,0,0.196659303231005,0.00115722264034689,0.0835614328849447,0.0138643558721793,0.00482964116399278,0,0.0132699516321355,0,0,0,0
476-20-06-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163822593606638,0,0,0,0.0139884275126482,0,0,0,0,0.00041145391242536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664368618669711,0,0,0,0.938445304033089,1.02631871349517,1.03826636905248,0,0,0.0804990040629276,0.0730285987014489,0.0719393423180402,0.0718177101621631,0.0626072236242288,0.113636743553647,0.023032167234248,0,0.0016276942920226,0,0.00414021304299441,0,0.00428039885309864,0,0.0423784971318315,0,0,0,0,0,0.0215990343429157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860657959946672,0.128479981782234,0.000409323277023281,0.237742117030004,0.000276696005185016,0.102516062107209,0.0390764931188485,0.00383176510068117,0,0.0138870534586238,0,0,0.00125273734067115,0
486-20-06-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902648012710361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901166621484065,0,0,0,0.965314104282969,0.986451121029361,1.050160738305,0,0,0.0569699550209125,0.0531869835605793,0.0548289361420077,0.0404583940934788,0.0373948192198995,0.0507132440209524,0.00325018053796873,0.000357750927769724,0.000930862345289922,0,0.0136420023187281,0,0.0128088774407596,0,0.0285783121872384,0,0,0,0,0,0.00973203457955598,0.00046356325220668,0,0,0,0,0,0,0,0,0,0,0,0.000589592600596985,0.0583190478969554,0.0944114221020138,0,0.250381942426638,0,0.0702336683448778,0.030313665812321,0.00330195510497021,0,0.00348992912921868,0,0,0.00165744758939998,0
493-20-06-2018,0,0,0,0,0,0,0,0,0.000124309784215467,0.000401009591773321,0,0,0,0,0,0,0,0.0191882651015702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817415471140052,0,0,0,1.05396020175999,0.976598650169981,0.971537723618611,0,0,0.0376269186543459,0.0372298899586783,0.0344408639591928,0.0341853872726314,0.0440475526283048,0.0481701468396376,0.0150130334357407,0,0.0014590110961051,0,0.00930288478993476,0.00016323124541742,0.00855998434159142,0,0.0818984080980727,0,0,0,0,0,0.00954931349334741,0,0,0,0,0,0,0,0,0,0,0,0,0.000784643051208314,0.0875678724531378,0.0978773284190498,0,0.189984178158822,0,0.135909110272499,0.0380615946381996,0.013333078285324,0,0.00483769878945941,0,0,0.000895656030947639,0
494-20-06-2018,0,0,0,0,0,0,0,0,0.000701113685157611,0.000604527041832364,0,0,0,0,0,0,0,0.0102544812049732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175585961597364,0,0,0,0.925407753541489,1.05322244982987,1.02599857690949,0,0,0.0638976167764443,0.0711430334279433,0.0562903500636551,0.0616158470048151,0.0702099108245285,0.116335680946248,0.0166409212515816,0,0.0015316058626169,0,0.00266107566137851,0,0.0103942320109317,0,0.0557248100359178,0,0,0,0,0,0.010080069792809,0,0,0,0,0,0,0.000472859792561554,0,0,0,0,0.00541222980366478,0,0.113398441646814,0.112892484250508,0,0.226216341696028,0,0.109732546228295,0.0376707380532454,0,0,0.0111385343735091,0,0,0.000351129843122539,0
568-20-06-2018,0,0,0,0,0,0,0,0,0.000391315158067893,0.000173553873940624,0,0,0,0,0,0,0,0.0167724938150571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838348339179507,0,0,0,0.909830499596009,0.984935582928216,1.11591645382384,0,0,0.101372534444143,0.0973804110290036,0.107756221325896,0.164457893949859,0.0948559874712757,0.149639503115289,0.0217824230774828,0,0,0,0.00492804760508355,0,0.00577234731940711,0,0.0577873973194582,0,0,0,0,0,0.0101798957526649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13925081750825,0.106963155016732,0,0.226019251914337,0,0.111187687062531,0.0285295864460097,0.0150470147357692,0,0.0111859684578971,0,0,0.000611164500652199,0
